"ProcessName","Id","CPU","WS","StartTime","Path"
"csrss","1548",,"7213056",,
"ctfmon","15308","14.390625","42729472","12/19/2025 3:17:40 AM",
"dasHost","28360",,"10526720",,
"DataExchangeHost","30092","1.328125","50339840","12/20/2025 4:47:30 PM","C:\Windows\System32\DataExchangeHost.exe"
"DAX3API","9172",,"16113664",,
"DAX3API","6372",,"23175168",,
"dllhost","23572","0.203125","19427328","12/20/2025 3:03:01 PM","C:\Windows\system32\DllHost.exe"
"dwm","2068",,"165437440",,
"emedtray","18364","0.3125","11231232","12/19/2025 3:17:50 AM","C:\Program Files\WindowsApps\Emurasoft.EmEditor64UWP_25.4.3.0_x64__ws7rg9hnwrpxm\emedtray.exe"
"explorer","10808","261.53125","504487936","12/19/2025 3:17:38 AM","C:\Windows\Explorer.EXE"
"FileCoAuth","3272","0.46875","46362624","12/20/2025 3:42:12 PM","C:\Program Files\Microsoft OneDrive\25.222.1112.0002\FileCoAuth.exe"
"FileSyncHelper","11756",,"29437952",,
"Fing","18112","13.421875","88993792","12/19/2025 3:17:49 AM","C:\Program Files\Fing\Fing.exe"
"Fing","18244","18.234375","43532288","12/19/2025 3:17:50 AM","C:\Program Files\Fing\Fing.exe"
"Fing","15744","74.484375","184082432","12/19/2025 3:19:49 AM","C:\Program Files\Fing\Fing.exe"
"Fing","17984","44.453125","245035008","12/19/2025 3:17:49 AM","C:\Program Files\Fing\Fing.exe"
"fontdrvhost","1920",,"9019392",,
"fontdrvhost","1912",,"5316608",,
"GameSDK","4764",,"9703424",,
"Idle","0",,"8192",,
"IntelAudioService","6300",,"61702144",,
"IntelCpHDCPSvc","2864",,"7475200",,
"ipf_helper","10072","16.53125","12726272","12/19/2025 3:17:38 AM","C:\Windows\System32\DriverStore\FileRepository\ipf_cpu.inf_amd64_fe2967a6eb0d3a7d\ipf_helper.exe"
"ipf_uf","6512",,"9158656",,
"ipfsvc","6188",,"7872512",,
"jhi_service","6276",,"8765440",,
"LsaIso","1776",,"4706304",,
"lsass","1796",,"38326272",,
"M365Copilot","19656","1.765625","148340736","12/19/2025 3:18:02 AM","C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2512.46071.0_x64__8wekyb3d8bbwe\M365Copilot.exe"
"Memory Compression","3972",,"151793664",,
"MicrosoftEdgeUpdate","9528",,"5885952",,
"MicrosoftSecurityApp","5076","47.984375","214413312","12/19/2025 3:17:51 AM","C:\Program Files\WindowsApps\Microsoft.6365217CE6EB4_102.2504.16004.0_x64__8wekyb3d8bbwe\MicrosoftSecurityApp\MicrosoftSecurityApp.exe"
"MpDefenderCoreService","5776",,"34062336",,
"msedge","26780","1.46875","48234496","12/20/2025 2:13:15 PM","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","27048","0.328125","57307136","12/20/2025 2:13:15 PM","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","31348","0.078125","34451456","12/20/2025 2:13:36 PM","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","24748","0.0625","10043392","12/20/2025 2:13:15 PM","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","7304","2.671875","126124032","12/20/2025 2:13:35 PM","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","10556","8.109375","197423104","12/20/2025 2:13:15 PM","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","15560","0.140625","21778432","12/20/2025 2:13:15 PM","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedgewebview2","19040","7.015625","10534912","12/19/2025 3:18:02 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","19648","2.265625","36589568","12/19/2025 3:18:02 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","14384","0.28125","24473600","12/19/2025 3:17:40 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","14692","6.765625","149553152","12/19/2025 3:17:40 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","19756","1.59375","10788864","12/19/2025 3:18:02 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","20292","0.015625","11935744","12/19/2025 3:18:02 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","20312","40.796875","589824","12/19/2025 3:18:41 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","19792","0.078125","5173248","12/19/2025 3:18:02 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","20160","2.4375","24956928","12/19/2025 3:18:02 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","14144","3.515625","581632","12/19/2025 3:18:41 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","3884","0.421875","532480","12/19/2025 5:10:48 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","12668","6.359375","135307264","12/19/2025 3:17:40 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","3276","8.734375","2048000","12/19/2025 3:18:40 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","3476","0.65625","16384","12/19/2025 3:18:41 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","12740","9.1875","2555904","12/19/2025 3:18:41 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","13044","3.265625","95584256","12/19/2025 3:17:40 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","13448","0.046875","11849728","12/19/2025 3:17:40 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","12920","0.046875","11948032","12/19/2025 3:18:40 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"msedgewebview2","12956","1.359375","44646400","12/19/2025 3:17:40 AM","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.96\msedgewebview2.exe"
"MsMpEng","5848",,"233623552",,
"NgcIso","6892",,"5509120",,
"NisSrv","16744",,"15908864",,
"nvcontainer","9784",,"58605568",,
"nvcontainer","9432","31.109375","62640128","12/19/2025 3:17:38 AM","C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe"
"nvcontainer","6380",,"42872832",,
"NVDisplay.Container","8076",,"95539200",,
"NVDisplay.Container","3524",,"61992960",,
"OfficeClickToRun","6824",,"78143488",,
"OneApp.IGCC.WinService","6236",,"51236864",,
"OneDrive","12064","92.203125","275709952","12/19/2025 3:29:44 AM","C:\Program Files\Microsoft OneDrive\OneDrive.exe"
"OneDrive.Sync.Service","32148","1.765625","6492160","12/20/2025 7:17:44 AM","C:\Program Files\Microsoft OneDrive\25.222.1112.0002\OneDrive.Sync.Service.exe"
"OpenConsole","7520","0.921875","20205568","12/20/2025 3:09:48 PM","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.12811.0_x64__8wekyb3d8bbwe\OpenConsole.exe"
"PhoneExperienceHost","17104","63.765625","280170496","12/19/2025 3:17:43 AM","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25112.36.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe"
"powershell","8108","10.953125","206319616","12/20/2025 3:09:48 PM","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"Registry","376",,"49303552",,
"ROGLiveService","6928",,"44646400",,
"RstMwService","6424",,"11227136",,
"RtkAudUService64","11672","1.609375","3514368","12/19/2025 3:18:08 AM","C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_9fd384f90914e61a\RtkAudUService64.exe"
"RtkAudUService64","7648",,"20221952",,
"RtkAudUService64","5756",,"20078592",,
"RtkBtManServ","6244",,"6672384",,
"RtkUWP","25368","0.765625","79642624","12/19/2025 6:30:12 AM","C:\Program Files\WindowsApps\RealtekSemiconductorCorp.RealtekAudioControl_1.52.357.0_x64__dt26b99r8h8gj\RtkUWP.exe"
"RuntimeBroker","14176","0.875","28344320","12/19/2025 3:29:39 AM","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","19832","0.53125","14594048","12/19/2025 3:18:02 AM","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","20840","0.4375","14614528","12/19/2025 3:18:08 AM","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","12480","15.28125","83808256","12/19/2025 3:17:39 AM","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","1792","0.515625","15065088","12/19/2025 6:30:12 AM","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","10236","0.4375","14610432","12/19/2025 3:17:54 AM","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","11596","0.75","22007808","12/19/2025 3:18:09 AM","C:\Windows\System32\RuntimeBroker.exe"
"SearchHost","11316","7.765625","170721280","12/19/2025 3:17:39 AM","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"
"SearchIndexer","13160",,"46080000",,
"Secure System","332",,"117133312",,
"SecurityHealthService","17768",,"27557888",,
"SecurityHealthSystray","17748","0.1875","13897728","12/19/2025 3:17:45 AM","C:\Windows\System32\SecurityHealthSystray.exe"
"services","1728",,"13283328",,
"ShellExperienceHost","16392","6.078125","117506048","12/19/2025 3:29:39 AM","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"
"ShellHost","28124","0.734375","64065536","12/19/2025 6:18:03 PM","C:\Windows\System32\ShellHost.exe"
"sihost","9296","84.15625","54308864","12/19/2025 3:17:38 AM","C:\Windows\system32\sihost.exe"
"smss","1040",,"1617920",,
"spoolsv","5272",,"21442560",,
"StartMenuExperienceHost","12264","5.546875","189038592","12/19/2025 3:17:39 AM","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"
"svchost","8340",,"30818304",,
"svchost","8676",,"12959744",,
"svchost","7508",,"12713984",,
"svchost","6004",,"16244736",,
"svchost","6860",,"11202560",,
"svchost","9392",,"8183808",,
"svchost","10076",,"28286976",,
"svchost","10836",,"26116096",,
"svchost","9608","5.4375","37519360","12/19/2025 3:17:38 AM","C:\Windows\system32\svchost.exe"
"svchost","9488","0.59375","15564800","12/19/2025 3:19:47 AM","C:\Windows\system32\svchost.exe"
"svchost","9556","0.375","11534336","12/19/2025 3:17:38 AM","C:\Windows\system32\svchost.exe"
"svchost","5736",,"7888896",,
"svchost","5748",,"54722560",,
"svchost","5724",,"11616256",,
"svchost","5556",,"9224192",,
"svchost","5704",,"16064512",,
"svchost","5768",,"8060928",,
"svchost","5808",,"12156928",,
"svchost","5984",,"15253504",,
"svchost","5800",,"27303936",,
"svchost","5784",,"10510336",,
"svchost","5792",,"27209728",,
"svchost","16388",,"17162240",,
"svchost","17856",,"23392256",,
"svchost","16376","0.796875","17547264","12/19/2025 3:17:41 AM","C:\Windows\system32\svchost.exe"
"svchost","15428",,"27930624",,
"svchost","15520",,"32206848",,
"svchost","18964",,"9957376",,
"svchost","22036",,"14151680",,
"svchost","22372",,"44904448",,
"svchost","21000",,"15810560",,
"svchost","19124",,"11186176",,
"svchost","19272",,"18616320",,
"svchost","11572","2.234375","28803072","12/19/2025 3:17:38 AM","C:\Windows\system32\svchost.exe"
"svchost","11588",,"46485504",,
"svchost","11000",,"12169216",,
"svchost","10860",,"17502208",,
"svchost","10932",,"35033088",,
"svchost","12452","0.859375","25645056","12/19/2025 3:17:39 AM","C:\Windows\system32\svchost.exe"
"svchost","14236",,"10268672",,
"svchost","14816",,"7622656",,
"svchost","13740",,"18411520",,
"svchost","13636",,"26329088",,
"svchost","13672",,"15790080",,
"svchost","5468",,"10711040",,
"svchost","2700",,"16031744",,
"svchost","2880",,"9957376",,
"svchost","2672",,"14528512",,
"svchost","2604",,"10698752",,
"svchost","2644",,"9637888",,
"svchost","2888",,"15331328",,
"svchost","3380",,"25796608",,
"svchost","3420",,"18632704",,
"svchost","3252",,"15515648",,
"svchost","3012",,"14921728",,
"svchost","3236",,"11591680",,
"svchost","2220","4.203125","49639424","12/19/2025 3:17:38 AM","C:\Windows\system32\svchost.exe"
"svchost","2320",,"6156288",,
"svchost","2008",,"52027392",,
"svchost","1160",,"22106112",,
"svchost","1892",,"14483456",,
"svchost","2328",,"7516160",,
"svchost","2532",,"13393920",,
"svchost","2596",,"24113152",,
"svchost","2368",,"28291072",,
"svchost","2344",,"12271616",,
"svchost","2352",,"9973760",,
"svchost","4540",,"10878976",,
"svchost","4644",,"18210816",,
"svchost","4476",,"13393920",,
"svchost","4124",,"10014720",,
"svchost","4216",,"40923136",,
"svchost","4836",,"26210304",,
"svchost","5412",,"15368192",,
"svchost","5428",,"14319616",,
"svchost","5232",,"28106752",,
"svchost","4884",,"20013056",,
"svchost","5000",,"9826304",,
"svchost","3764",,"9605120",,
"svchost","3844",,"8019968",,
"svchost","3688",,"23658496",,
"svchost","3560",,"14458880",,
"svchost","3604",,"24584192",,
"svchost","3852",,"10960896",,
"svchost","4068",,"12541952",,
"svchost","4080","0.53125","16736256","12/19/2025 3:19:38 AM","C:\Windows\system32\svchost.exe"
"svchost","4060",,"15343616",,
"svchost","3868",,"20500480",,
"svchost","4012",,"12029952",,
"System","4",,"5328896",,
"SystemSettings","31296","2.5625","2158592","12/20/2025 4:49:29 PM","C:\Windows\ImmersiveControlPanel\SystemSettings.exe"
"taskhostw","9448","4.515625","25755648","12/19/2025 3:17:38 AM","C:\Windows\system32\taskhostw.exe"
"TbtP2pShortcutService","6324",,"7909376",,
"ThunderboltService","6200",,"28176384",,
"TiWorker","632",,"17760256",,
"TrustedInstaller","5124",,"10088448",,
"UMonit64","17964","0.5625","11575296","12/19/2025 3:17:47 AM","C:\Windows\SysWOW64\UMonit64.exe"
"unsecapp","8724",,"9998336",,
"UserOOBEBroker","22712","0.03125","12025856","12/20/2025 4:37:25 PM","C:\Windows\System32\oobe\UserOOBEBroker.exe"
"Widgets","12360","9.71875","75288576","12/19/2025 3:17:39 AM","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.31002.150.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe"
"WidgetService","13084","1.578125","30183424","12/19/2025 3:17:39 AM","C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe"
"WindowsTerminal","33148","34.59375","107843584","12/20/2025 3:09:48 PM","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.12811.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"
"wininit","1652",,"7925760",,
"winlogon","1756",,"16756736",,
"WmiPrvSE","28296",,"13570048",,
"WmiPrvSE","26280",,"27246592",,
"WmiPrvSE","7968",,"23576576",,
"WMIRegistrationService","6332",,"17129472",,
"wslservice","6284",,"29954048",,
"WUDFCompanionHost","8080",,"4460544",,
"WUDFCompanionHost","7320",,"4460544",,
"WUDFCompanionHost","2768",,"5881856",,
"WUDFHost","2152",,"19382272",,
"WUDFHost","1120",,"35516416",,
